"MESH_id","hgnc_symbol","entrezgene_id","Disease","hgnc_id","Ensembl_id","MONDO_id","MedGen_id","Orphanet_id"
"D007896","IFNG",3458,"Leishmaniasis",5438,"ENSG00000111537","0011989","C0023281",507
"D007896","TNF",7124,"Leishmaniasis",11892,"ENSG00000232810","0011989","C0023281",507
"D007896","NCF2",4688,"Leishmaniasis",7661,"ENSG00000116701","0011989","C0023281",507
"D007896","IL12A",3592,"Leishmaniasis",5969,"ENSG00000168811","0011989","C0023281",507
"D007896","HLA-DRB1",3123,"Leishmaniasis",4948,"ENSG00000196126","0011989","C0023281",507
"D007896","ITGB2",3689,"Leishmaniasis",6155,"ENSG00000160255","0011989","C0023281",507
"D007896","TAB2",23118,"Leishmaniasis",17075,"ENSG00000055208","0011989","C0023281",507
"D007896","TRDMT1",1787,"Leishmaniasis",2977,"ENSG00000107614","0011989","C0023281",507
"D007896","RELA",5970,"Leishmaniasis",9955,"ENSG00000173039","0011989","C0023281",507
"D007896","IL10",3586,"Leishmaniasis",5962,"ENSG00000136634","0011989","C0023281",507
"D007896","PLD1",5337,"Leishmaniasis",9067,"ENSG00000075651","0011989","C0023281",507
"D007896","PTGS2",5743,"Leishmaniasis",9605,"ENSG00000073756","0011989","C0023281",507
"D007896","TGFB2",7042,"Leishmaniasis",11768,"ENSG00000092969","0011989","C0023281",507
"D007896","TRAF6",7189,"Leishmaniasis",12036,"ENSG00000175104","0011989","C0023281",507
"D007896","ITGB1",3688,"Leishmaniasis",6153,"ENSG00000150093","0011989","C0023281",507
"D007896","NFKBIB",4793,"Leishmaniasis",7798,"ENSG00000104825","0011989","C0023281",507
"D007896","NFKBIA",4792,"Leishmaniasis",7797,"ENSG00000100906","0011989","C0023281",507
"D007896","PTPN6",5777,"Leishmaniasis",9658,"ENSG00000111679","0011989","C0023281",507
"D007896","TGFB1",7040,"Leishmaniasis",11766,"ENSG00000105329","0011989","C0023281",507
"D014353","IFNB1",3456,"Trypanosomiasis, African",5434,"ENSG00000171855","0005459","C0041228",3385
"D014353","CYP2D6",1565,"Trypanosomiasis, African",2625,"ENSG00000100197","0005459","C0041228",3385
"D014353","PLA2G2A",5320,"Trypanosomiasis, African",9031,"ENSG00000188257","0005459","C0041228",3385
"D014353","NOS2",4843,"Trypanosomiasis, African",7873,"ENSG00000007171","0005459","C0041228",3385
"D014353","FMO3",2328,"Trypanosomiasis, African",3771,"ENSG00000007933","0005459","C0041228",3385
"D014353","MAPK1",5594,"Trypanosomiasis, African",6871,"ENSG00000100030","0005459","C0041228",3385
"D014353","CYP2B6",1555,"Trypanosomiasis, African",2615,"ENSG00000197408","0005459","C0041228",3385
"D014353","IKBKG",8517,"Trypanosomiasis, African",5961,"ENSG00000269335","0005459","C0041228",3385
"D014353","IL6",3569,"Trypanosomiasis, African",6018,"ENSG00000136244","0005459","C0041228",3385
"D014353","CCL2",6347,"Trypanosomiasis, African",10618,"ENSG00000108691","0005459","C0041228",3385
"D014353","IFNG",3458,"Trypanosomiasis, African",5438,"ENSG00000111537","0005459","C0041228",3385
"D014353","ODC1",4953,"Trypanosomiasis, African",8109,"ENSG00000115758","0005459","C0041228",3385
"D014353","ABCG2",9429,"Trypanosomiasis, African",74,"ENSG00000118777","0005459","C0041228",3385
"D014353","MAPK13",5603,"Trypanosomiasis, African",6875,"ENSG00000156711","0005459","C0041228",3385
"D014353","CYP3A5",1577,"Trypanosomiasis, African",2638,"ENSG00000106258","0005459","C0041228",3385
"D014353","ACE",1636,"Trypanosomiasis, African",2707,"ENSG00000159640","0005459","C0041228",3385
"D014353","FOS",2353,"Trypanosomiasis, African",3796,"ENSG00000170345","0005459","C0041228",3385
"D014353","CYP1A2",1544,"Trypanosomiasis, African",2596,"ENSG00000140505","0005459","C0041228",3385
"D014353","CYP2C19",1557,"Trypanosomiasis, African",2621,"ENSG00000165841","0005459","C0041228",3385
"D014353","MYD88",4615,"Trypanosomiasis, African",7562,"ENSG00000172936","0005459","C0041228",3385
"D014353","ALB",213,"Trypanosomiasis, African",399,"ENSG00000163631","0005459","C0041228",3385
"D014353","SLC47A1",55244,"Trypanosomiasis, African",25588,"ENSG00000142494","0005459","C0041228",3385
"D014353","GNA15",2769,"Trypanosomiasis, African",4383,"ENSG00000060558","0005459","C0041228",3385
"D014353","PPP2CA",5515,"Trypanosomiasis, African",9299,"ENSG00000113575","0005459","C0041228",3385
"D014353","SLC47A2",146802,"Trypanosomiasis, African",26439,"ENSG00000180638","0005459","C0041228",3385
"D014353","C1QB",713,"Trypanosomiasis, African",1242,"ENSG00000173369","0005459","C0041228",3385
"D014353","IRAK4",51135,"Trypanosomiasis, African",17967,"ENSG00000198001","0005459","C0041228",3385
"D014353","IFNGR2",3460,"Trypanosomiasis, African",5440,"ENSG00000159128","0005459","C0041228",3385
"D014353","SLCO1B3",28234,"Trypanosomiasis, African",10961,"ENSG00000111700","0005459","C0041228",3385
"D014353","MAPK10",5602,"Trypanosomiasis, African",6872,"ENSG00000109339","0005459","C0041228",3385
"D014353","F2",2147,"Trypanosomiasis, African",3535,"ENSG00000180210","0005459","C0041228",3385
"D014353","SLC22A6",9356,"Trypanosomiasis, African",10970,"ENSG00000197901","0005459","C0041228",3385
"D014353","MAPK11",5600,"Trypanosomiasis, African",6873,"ENSG00000185386","0005459","C0041228",3385
"D014353","SLC22A8",9376,"Trypanosomiasis, African",10972,"ENSG00000149452","0005459","C0041228",3385
"D014353","GNA11",2767,"Trypanosomiasis, African",4379,"ENSG00000088256","0005459","C0041228",3385
"D014353","CCL3",6348,"Trypanosomiasis, African",10627,"ENSG00000277632","0005459","C0041228",3385
"D014353","MAP2K4",6416,"Trypanosomiasis, African",6844,"ENSG00000065559","0005459","C0041228",3385
"D014353","TGFB2",7042,"Trypanosomiasis, African",11768,"ENSG00000092969","0005459","C0041228",3385
"D014353","SLCO1B1",10599,"Trypanosomiasis, African",10959,"ENSG00000134538","0005459","C0041228",3385
"D014353","CCL3L3",414062,"Trypanosomiasis, African",30554,"ENSG00000276085","0005459","C0041228",3385
"D014353","PPP2R1B",5519,"Trypanosomiasis, African",9303,"ENSG00000137713","0005459","C0041228",3385
"D014353","GNAI3",2773,"Trypanosomiasis, African",4387,"ENSG00000065135","0005459","C0041228",3385
"D014353","PPP2R2A",5520,"Trypanosomiasis, African",9304,"ENSG00000221914","0005459","C0041228",3385
"D014353","IKBKB",3551,"Trypanosomiasis, African",5960,"ENSG00000104365","0005459","C0041228",3385
"D014353","PLCB2",5330,"Trypanosomiasis, African",9055,"ENSG00000137841","0005459","C0041228",3385
"D014353","PLCB4",5332,"Trypanosomiasis, African",9059,"ENSG00000101333","0005459","C0041228",3385
"D014353","TLR6",10333,"Trypanosomiasis, African",16711,"ENSG00000174130","0005459","C0041228",3385
"D014353","IL10",3586,"Trypanosomiasis, African",5962,"ENSG00000136634","0005459","C0041228",3385
"D014353","BDKRB2",624,"Trypanosomiasis, African",1030,"ENSG00000168398","0005459","C0041228",3385
"D014353","CYP3A4",1576,"Trypanosomiasis, African",2637,"ENSG00000160868","0005459","C0041228",3385
"D014353","IL12A",3592,"Trypanosomiasis, African",5969,"ENSG00000168811","0005459","C0041228",3385
"D014353","NFKB1",4790,"Trypanosomiasis, African",7794,"ENSG00000109320","0005459","C0041228",3385
"D014353","SIRT5",23408,"Trypanosomiasis, African",14933,"ENSG00000124523","0005459","C0041228",3385
"D014353","SLC22A2",6582,"Trypanosomiasis, African",10966,"ENSG00000112499","0005459","C0041228",3385
"D014353","TICAM1",148022,"Trypanosomiasis, African",18348,"ENSG00000127666","0005459","C0041228",3385
"D014353","CALR",811,"Trypanosomiasis, African",1455,"ENSG00000179218","0005459","C0041228",3385
"D014353","TRDMT1",1787,"Trypanosomiasis, African",2977,"ENSG00000107614","0005459","C0041228",3385
"D014353","PPP2R2C",5522,"Trypanosomiasis, African",9306,"ENSG00000074211","0005459","C0041228",3385
"D014355","CYP2C19",1557,"Chagas Disease",2621,"ENSG00000165841","0001444","C0041234",3386
"D014355","GNAI3",2773,"Chagas Disease",4387,"ENSG00000065135","0001444","C0041234",3386
"D014355","ADCY1",107,"Chagas Disease",232,"ENSG00000164742","0001444","C0041234",3386
"D014355","CD3D",915,"Chagas Disease",1673,"ENSG00000167286","0001444","C0041234",3386
"D014355","CD247",919,"Chagas Disease",1677,"ENSG00000198821","0001444","C0041234",3386
"D014355","JUN",3725,"Chagas Disease",6204,"ENSG00000177606","0001444","C0041234",3386
"D014355","CYP3A5",1577,"Chagas Disease",2638,"ENSG00000106258","0001444","C0041234",3386
"D014355","ACE",1636,"Chagas Disease",2707,"ENSG00000159640","0001444","C0041234",3386
"D014355","CCL3",6348,"Chagas Disease",10627,"ENSG00000277632","0001444","C0041234",3386
"D014355","IFNGR2",3460,"Chagas Disease",5440,"ENSG00000159128","0001444","C0041234",3386
"D014355","IL6",3569,"Chagas Disease",6018,"ENSG00000136244","0001444","C0041234",3386
"D014355","IFNGR1",3459,"Chagas Disease",5439,"ENSG00000027697","0001444","C0041234",3386
"D014355","IL12B",3593,"Chagas Disease",5970,"ENSG00000113302","0001444","C0041234",3386
"D014355","FASLG",356,"Chagas Disease",11936,"ENSG00000117560","0001444","C0041234",3386
"D014355","CYP2B6",1555,"Chagas Disease",2615,"ENSG00000197408","0001444","C0041234",3386
"D014355","CD3E",916,"Chagas Disease",1674,"ENSG00000198851","0001444","C0041234",3386
"D014355","CD3G",917,"Chagas Disease",1675,"ENSG00000160654","0001444","C0041234",3386
"D014355","MAPK3",5595,"Chagas Disease",6877,"ENSG00000102882","0001444","C0041234",3386
"D014355","CCL2",6347,"Chagas Disease",10618,"ENSG00000108691","0001444","C0041234",3386
"D014355","FAS",355,"Chagas Disease",11920,"ENSG00000026103","0001444","C0041234",3386
"D014355","ALB",213,"Chagas Disease",399,"ENSG00000163631","0001444","C0041234",3386
"D014355","CXCL8",3576,"Chagas Disease",6025,"ENSG00000169429","0001444","C0041234",3386
"D014355","CCL3L1",6349,"Chagas Disease",10628,"ENSG00000277796","0001444","C0041234",3386
"D014355","ABCG2",9429,"Chagas Disease",74,"ENSG00000118777","0001444","C0041234",3386
"D014355","CYP1A2",1544,"Chagas Disease",2596,"ENSG00000140505","0001444","C0041234",3386
"D014355","SERPINE1",5054,"Chagas Disease",8583,"ENSG00000106366","0001444","C0041234",3386
"D014355","CCL5",6352,"Chagas Disease",10632,"ENSG00000271503","0001444","C0041234",3386
"D014355","FMO3",2328,"Chagas Disease",3771,"ENSG00000007933","0001444","C0041234",3386
"D014355","GNAO1",2775,"Chagas Disease",4389,"ENSG00000087258","0001444","C0041234",3386
"D014355","AKT1",207,"Chagas Disease",391,"ENSG00000142208","0001444","C0041234",3386
"D014355","AKT2",208,"Chagas Disease",392,"ENSG00000105221","0001444","C0041234",3386
"D014355","CHUK",1147,"Chagas Disease",1974,"ENSG00000213341","0001444","C0041234",3386
"D014355","GNA11",2767,"Chagas Disease",4379,"ENSG00000088256","0001444","C0041234",3386
"D014355","PPP2R2D",55844,"Chagas Disease",23732,"ENSG00000175470","0001444","C0041234",3386
"D014355","KNG1",3827,"Chagas Disease",6383,"ENSG00000113889","0001444","C0041234",3386
"D014355","GNA15",2769,"Chagas Disease",4383,"ENSG00000060558","0001444","C0041234",3386
"D014355","MAP2K4",6416,"Chagas Disease",6844,"ENSG00000065559","0001444","C0041234",3386
"D014355","GNAI1",2770,"Chagas Disease",4384,"ENSG00000127955","0001444","C0041234",3386
"D014355","MAPK1",5594,"Chagas Disease",6871,"ENSG00000100030","0001444","C0041234",3386
"D014355","TGFBR1",7046,"Chagas Disease",11772,"ENSG00000106799","0001444","C0041234",3386
"D014355","PPP2R1B",5519,"Chagas Disease",9303,"ENSG00000137713","0001444","C0041234",3386
"D014355","PLCB1",23236,"Chagas Disease",15917,"ENSG00000182621","0001444","C0041234",3386
"D014355","FOS",2353,"Chagas Disease",3796,"ENSG00000170345","0001444","C0041234",3386
"D014355","CALR",811,"Chagas Disease",1455,"ENSG00000179218","0001444","C0041234",3386
"D014355","CFLAR",8837,"Chagas Disease",1876,"ENSG00000003402","0001444","C0041234",3386
"D014355","AKT3",10000,"Chagas Disease",393,"ENSG00000117020","0001444","C0041234",3386
"D014355","IFNB1",3456,"Chagas Disease",5434,"ENSG00000171855","0001444","C0041234",3386
"D014355","MYD88",4615,"Chagas Disease",7562,"ENSG00000172936","0001444","C0041234",3386
"D014355","IFNG",3458,"Chagas Disease",5438,"ENSG00000111537","0001444","C0041234",3386
"D014355","IL12A",3592,"Chagas Disease",5969,"ENSG00000168811","0001444","C0041234",3386
"D014355","C1QA",712,"Chagas Disease",1241,"ENSG00000173372","0001444","C0041234",3386
"D014355","GNAI2",2771,"Chagas Disease",4385,"ENSG00000114353","0001444","C0041234",3386
"D014355","TNFRSF1A",7132,"Chagas Disease",11916,"ENSG00000067182","0001444","C0041234",3386
"D014355","C1QC",714,"Chagas Disease",1245,"ENSG00000159189","0001444","C0041234",3386
"D014355","GNAL",2774,"Chagas Disease",4388,"ENSG00000141404","0001444","C0041234",3386
"D014355","IL1B",3553,"Chagas Disease",5992,"ENSG00000125538","0001444","C0041234",3386
"D014355","MAPK11",5600,"Chagas Disease",6873,"ENSG00000185386","0001444","C0041234",3386
"D014355","GNAS",2778,"Chagas Disease",4392,"ENSG00000087460","0001444","C0041234",3386
"D014355","CASP8",841,"Chagas Disease",1509,"ENSG00000064012","0001444","C0041234",3386
"D014355","TGFB1",7040,"Chagas Disease",11766,"ENSG00000105329","0001444","C0041234",3386
"D014355","IL10",3586,"Chagas Disease",5962,"ENSG00000136634","0001444","C0041234",3386
"D014355","PPP2CA",5515,"Chagas Disease",9299,"ENSG00000113575","0001444","C0041234",3386
"D014355","PIK3CB",5291,"Chagas Disease",8976,"ENSG00000051382","0001444","C0041234",3386
"D014355","PIK3CD",5293,"Chagas Disease",8977,"ENSG00000171608","0001444","C0041234",3386
"D014355","CCL3L3",414062,"Chagas Disease",30554,"ENSG00000276085","0001444","C0041234",3386
"D014355","PIK3R2",5296,"Chagas Disease",8980,"ENSG00000105647","0001444","C0041234",3386
"D014355","PIK3R3",8503,"Chagas Disease",8981,"ENSG00000117461","0001444","C0041234",3386
"D014355","TGFBR2",7048,"Chagas Disease",11773,"ENSG00000163513","0001444","C0041234",3386
"D014355","SMAD2",4087,"Chagas Disease",6768,"ENSG00000175387","0001444","C0041234",3386
"D014355","GNAQ",2776,"Chagas Disease",4390,"ENSG00000156052","0001444","C0041234",3386
"D014355","NOS2",4843,"Chagas Disease",7873,"ENSG00000007171","0001444","C0041234",3386
"D014355","IKBKG",8517,"Chagas Disease",5961,"ENSG00000269335","0001444","C0041234",3386
"D014355","FADD",8772,"Chagas Disease",3573,"ENSG00000168040","0001444","C0041234",3386
"D014355","TLR4",7099,"Chagas Disease",11850,"ENSG00000136869","0001444","C0041234",3386
"D014355","PIK3CA",5290,"Chagas Disease",8975,"ENSG00000121879","0001444","C0041234",3386
"D014355","TGFB2",7042,"Chagas Disease",11768,"ENSG00000092969","0001444","C0041234",3386
"D014355","CYP2D6",1565,"Chagas Disease",2625,"ENSG00000100197","0001444","C0041234",3386
"D014355","MAPK13",5603,"Chagas Disease",6875,"ENSG00000156711","0001444","C0041234",3386
"D014355","MAPK14",1432,"Chagas Disease",6876,"ENSG00000112062","0001444","C0041234",3386
"D014355","SLCO1B1",10599,"Chagas Disease",10959,"ENSG00000134538","0001444","C0041234",3386
"D014355","NFKB1",4790,"Chagas Disease",7794,"ENSG00000109320","0001444","C0041234",3386
"D014355","TICAM1",148022,"Chagas Disease",18348,"ENSG00000127666","0001444","C0041234",3386
"D014355","IKBKB",3551,"Chagas Disease",5960,"ENSG00000104365","0001444","C0041234",3386
"D014355","MAPK9",5601,"Chagas Disease",6886,"ENSG00000050748","0001444","C0041234",3386
"D014355","IL2",3558,"Chagas Disease",6001,"ENSG00000109471","0001444","C0041234",3386
"D014355","PLCB3",5331,"Chagas Disease",9056,"ENSG00000149782","0001444","C0041234",3386
"D014355","SLC22A8",9376,"Chagas Disease",10972,"ENSG00000149452","0001444","C0041234",3386
"D014355","PLCB4",5332,"Chagas Disease",9059,"ENSG00000101333","0001444","C0041234",3386
"D014355","BDKRB2",624,"Chagas Disease",1030,"ENSG00000168398","0001444","C0041234",3386
"D014355","SLC47A2",146802,"Chagas Disease",26439,"ENSG00000180638","0001444","C0041234",3386
"D014355","IRAK4",51135,"Chagas Disease",17967,"ENSG00000198001","0001444","C0041234",3386
"D014355","C1QB",713,"Chagas Disease",1242,"ENSG00000173369","0001444","C0041234",3386
"D014355","PPP2R1A",5518,"Chagas Disease",9302,"ENSG00000105568","0001444","C0041234",3386
"D014355","SLCO1B3",28234,"Chagas Disease",10961,"ENSG00000111700","0001444","C0041234",3386
"D014355","C3",718,"Chagas Disease",1318,"ENSG00000125730","0001444","C0041234",3386
"D014355","MAPK8",5599,"Chagas Disease",6881,"ENSG00000107643","0001444","C0041234",3386
"D014355","MAPK10",5602,"Chagas Disease",6872,"ENSG00000109339","0001444","C0041234",3386
"D014355","PPP2R2B",5521,"Chagas Disease",9305,"ENSG00000156475","0001444","C0041234",3386
"D014355","PPP2R2C",5522,"Chagas Disease",9306,"ENSG00000074211","0001444","C0041234",3386
"D014355","TLR9",54106,"Chagas Disease",15633,"ENSG00000239732","0001444","C0041234",3386
"D014355","XDH",7498,"Chagas Disease",12805,"ENSG00000158125","0001444","C0041234",3386
"D014355","SLC47A1",55244,"Chagas Disease",25588,"ENSG00000142494","0001444","C0041234",3386
"D014355","IRAK1",3654,"Chagas Disease",6112,"ENSG00000184216","0001444","C0041234",3386
"D014355","TLR2",7097,"Chagas Disease",11848,"ENSG00000137462","0001444","C0041234",3386
"D014355","PIK3R1",5295,"Chagas Disease",8979,"ENSG00000145675","0001444","C0041234",3386
"D014355","CYP3A4",1576,"Chagas Disease",2637,"ENSG00000160868","0001444","C0041234",3386
"D014355","RELA",5970,"Chagas Disease",9955,"ENSG00000173039","0001444","C0041234",3386
"D014355","MAPK12",6300,"Chagas Disease",6874,"ENSG00000188130","0001444","C0041234",3386
"D014355","NFKBIA",4792,"Chagas Disease",7797,"ENSG00000100906","0001444","C0041234",3386
"D014355","PPP2R2A",5520,"Chagas Disease",9304,"ENSG00000221914","0001444","C0041234",3386
"D014355","SLC22A6",9356,"Chagas Disease",10970,"ENSG00000197901","0001444","C0041234",3386
"D014355","PLCB2",5330,"Chagas Disease",9055,"ENSG00000137841","0001444","C0041234",3386
"D014355","TLR6",10333,"Chagas Disease",16711,"ENSG00000174130","0001444","C0041234",3386
"D014355","PPP2CB",5516,"Chagas Disease",9300,"ENSG00000104695","0001444","C0041234",3386
"D014355","GNA14",9630,"Chagas Disease",4382,"ENSG00000156049","0001444","C0041234",3386
"D014355","TRAF6",7189,"Chagas Disease",12036,"ENSG00000175104","0001444","C0041234",3386
"D014355","TGFB3",7043,"Chagas Disease",11769,"ENSG00000119699","0001444","C0041234",3386
"D014355","SLC22A2",6582,"Chagas Disease",10966,"ENSG00000112499","0001444","C0041234",3386
"D014355","TNF",7124,"Chagas Disease",11892,"ENSG00000232810","0001444","C0041234",3386
